lat,lon,ndvi,pot_evap_mm,precip_mm,soil_moisture,temp_max_c,wind_speed,fire_count,fire_occurred,year,month
40.25,-124.25,0.764475,223.3488187193871,226.52790782386012,0.3955122698165183,11.139752426967846,1.2569940403967652,0,0,2021,1
40.5,-124.25,0.7226,302.64895781874657,209.8836882664159,0.3964713517055717,11.644934180475047,1.4504841466165233,0,0,2021,1
40.75,-124.25,0.685,287.76121884584427,209.39771669640092,0.3921382247760731,11.96560649256554,1.7235117404367202,0,0,2021,1
40.0,-124.0,0.78485,244.4934993982315,238.01621633305103,0.3928269827237692,11.13872779107868,1.0224406220647733,0,0,2021,1
40.25,-124.0,0.77515,232.66299068927765,216.58240097298176,0.394615311776438,10.812071203416394,0.9836366479482658,0,0,2021,1
40.5,-124.0,0.7442000000000001,240.7952658832073,209.0903020156816,0.3954473208355646,11.651740953999196,1.2547271043830537,0,0,2021,1
40.75,-124.0,0.7367250000000001,304.10629883408546,209.273575122495,0.3946352927915511,11.809827546150473,1.5932590225558698,0,0,2021,1
41.0,-124.0,0.7563000000000001,286.67647391557693,216.8775780750707,0.3935450687203355,12.133130768806724,1.7400184647717607,0,0,2021,1
41.25,-124.0,0.7833,412.3169928789139,255.56158858074696,0.3922089710030504,11.246996774981142,1.8803601158277456,0,0,2021,1
41.75,-124.0,0.765325,287.31661289930344,367.0898957802252,0.3938653939086476,11.112502854870286,2.461524516040095,0,0,2021,1
40.0,-123.75,0.78485,233.5406318306923,219.74127578272373,0.3926044946075768,11.575761782738482,0.8281890124240954,0,0,2021,1
40.25,-123.75,0.77515,187.58211098611355,229.2412726832822,0.3928903661748413,11.605373185680776,0.7680005911491258,0,0,2021,1
40.5,-123.75,0.7111000000000001,181.98695592582223,220.2921493603185,0.3953713652908161,11.40115262923706,0.9903319802522332,0,0,2021,1
40.75,-123.75,0.749625,241.17248691618445,218.52849262489823,0.3951885777135049,11.024942139656332,1.3004970225782344,0,0,2021,1
41.0,-123.75,0.801925,272.59099669754505,233.72458132638485,0.3946285914349299,11.110615071942732,1.4341923732463937,0,0,2021,1
41.25,-123.75,0.794825,292.4019694328308,272.9649453116849,0.3925890614909509,10.676832679010204,1.4675318194010436,0,0,2021,1
41.5,-123.75,0.788725,277.0155072212219,311.0460883630708,0.3921112962948378,10.999271811208416,1.537313332655574,0,0,2021,1
41.75,-123.75,0.765325,289.96734134852886,373.5341562582448,0.393799602344472,10.09960647090793,1.6401023014261429,0,0,2021,1
38.5,-123.5,0.4521,362.7676814794541,108.00304847492724,0.3467044830322265,12.65951666062881,0.9748630254454717,0,0,2021,1
38.75,-123.5,0.7285750000000001,403.6652836948633,110.99688174857648,0.3513706935349331,12.435550369754935,0.8132825160335514,0,0,2021,1
39.0,-123.5,0.71975,303.37258614599705,105.03687548174412,0.3556303875420682,12.744473660376798,0.3709286833974815,0,0,2021,1
39.25,-123.5,0.6682750000000001,235.6069982051849,117.07689451708347,0.3699831654948571,13.253722947643666,0.3625693751959535,0,0,2021,1
39.5,-123.5,0.70275,213.46228197216988,129.93075164689571,0.3814670808853642,12.826944954164617,0.4553047119350077,0,0,2021,1
39.75,-123.5,0.75295,216.24023281037807,147.08548622860462,0.3900834873158445,11.955759528375438,0.546891406916076,0,0,2021,1
40.0,-123.5,0.648875,219.90889683365825,167.91950749887974,0.465379181728568,10.644034650248898,0.5884882347449034,0,0,2021,1
40.25,-123.5,0.590175,195.5966874957085,169.52001887096912,0.4655050052109584,9.243564901044294,0.5211973319181066,0,0,2021,1
40.5,-123.5,0.7043,160.11299565434456,180.6306785596803,0.4657753359886907,9.226746639128692,0.487035628866084,0,0,2021,1
40.75,-123.5,0.742975,150.91479569673538,192.67092856301812,0.4686144551923198,9.40887456094066,0.4906296950459002,0,0,2021,1
41.0,-123.5,0.6882250000000001,156.51076845824718,207.7032348765329,0.4681445039728636,8.155806929065363,0.6202439416188085,0,0,2021,1
41.25,-123.5,0.7095250000000001,161.07149049639702,227.7406773222879,0.4723393224900769,7.008337869951845,0.7135356118721943,0,0,2021,1
41.5,-123.5,0.482425,152.51995995640755,226.7485580100015,0.4511305286038305,8.50540436775458,0.6948698128845409,0,0,2021,1
41.75,-123.5,0.51525,136.10056787729263,224.296735848327,0.4592724410436486,8.475773522161717,0.5412529280113729,0,0,2021,1
38.25,-123.25,0.5120250000000001,356.7822128534317,74.17619066967518,0.327992654615833,14.139569977791098,0.495384097412536,0,0,2021,1
38.5,-123.25,0.7253000000000001,379.3699691692989,95.9876709931488,0.3424560861348252,13.200564772082942,0.7044548478840539,0,0,2021,1
38.75,-123.25,0.7285750000000001,362.9793673753738,105.9132015956834,0.3484348020245951,13.273900112029082,0.6692623867674757,0,0,2021,1
39.0,-123.25,0.71975,277.9482062906027,104.54295414223223,0.3511004037754511,13.52661826841296,0.3835910731411694,0,0,2021,1
39.25,-123.25,0.6682750000000001,237.356698140502,112.2979133082822,0.3690130736238212,13.346167952014582,0.3654721518018265,0,0,2021,1
39.5,-123.25,0.6234000000000001,223.0602391064167,119.99801012410671,0.3770490359234554,12.73137300552861,0.3555540265417641,0,0,2021,1
39.75,-123.25,0.56565,215.06810188293457,132.8672303511098,0.3983394663820985,11.33537728094285,0.3984642504814492,0,0,2021,1
40.0,-123.25,0.436275,233.58122259378436,152.32109489573986,0.4623836958280174,8.91714384017456,0.330788076369969,0,0,2021,1
40.25,-123.25,0.590175,207.50403590500355,146.10189410581145,0.4626348351919523,8.925965635238185,0.2817888125314726,0,0,2021,1
40.5,-123.25,0.7043,173.42831566929817,165.64199912085087,0.4663075067663706,9.04036188433247,0.2056036686176289,0,0,2021,1
40.75,-123.25,0.6155,165.25963507592678,183.70652782454044,0.4652082689346806,8.843383592174916,0.3378895025307341,0,0,2021,1
41.0,-123.25,0.445425,152.36664935946465,198.2102564228967,0.4715402562131164,6.391315755536482,0.5133733426919206,0,0,2021,1
41.25,-123.25,0.7018,147.0831148326397,206.356106574674,0.4785292892045873,6.386787832936932,0.624163690693935,0,0,2021,1
41.5,-123.25,0.482425,146.04981802403927,196.4223741246656,0.4755316088276525,5.901101315406095,0.7379368511741221,0,0,2021,1
41.75,-123.25,0.51525,134.86720621585846,185.9545244528249,0.4714678436197259,6.886193601546779,0.5099824245696185,0,0,2021,1
38.0,-123.0,0.589275,98.42930734157562,73.21103500856907,0.3282760291971186,13.53705897177423,0.8173621864482202,0,0,2021,1
38.25,-123.0,0.655775,203.77767272293568,71.98065730466396,0.3116453334849368,14.458571575533997,0.4758880838722465,0,0,2021,1
38.5,-123.0,0.59235,350.4497390240431,84.64668529762776,0.3280111128284085,14.576465163692376,0.5181990577811072,0,0,2021,1
38.75,-123.0,0.6066,305.56805431842804,95.91028305425198,0.336766924909366,14.453073243171955,0.4833183389223946,0,0,2021,1
39.0,-123.0,0.577125,266.9119983911514,98.764082665582,0.3413874564632293,13.749354750110284,0.3792986108511781,0,0,2021,1
39.25,-123.0,0.4956,240.32683484256268,102.82558041348013,0.3661850703659878,13.238821017357624,0.3537030334806866,0,0,2021,1
39.5,-123.0,0.6234000000000001,250.63886865973475,110.04767405523808,0.4112618918059973,12.185363572643666,0.2251943807883022,0,0,2021,1
39.75,-123.0,0.56565,232.8367680311203,115.0931662572816,0.4466904106960501,10.344456137380291,0.1000233294342731,0,0,2021,1
40.0,-123.0,0.4565,252.85467505455017,125.84398525490316,0.4594881355121571,8.625640672253041,0.1351074477190857,0,0,2021,1
40.25,-123.0,0.587125,229.1662618517876,121.95760595335514,0.4649243713707052,9.80118073494208,0.2427168069463844,0,0,2021,1
40.5,-123.0,0.6849500000000001,194.54397074878216,147.38423215879948,0.4646460727978779,9.334721153013165,0.1435648372736284,0,0,2021,1
40.75,-123.0,0.6155,167.6304843276739,174.82246669663937,0.4692898052994923,9.151808634112,0.207642102901563,0,0,2021,1
41.0,-123.0,0.445425,143.70172098279,189.71897500290424,0.4760633694228305,5.223256806404379,0.2648698480264325,0,0,2021,1
41.25,-123.0,0.452475,132.88544304668903,184.6572554363206,0.4775828135910855,3.944036594513932,0.3666211373156008,0,0,2021,1
41.5,-123.0,0.395825,136.63797825574875,166.09664845003635,0.4805604616800943,5.371218576738954,0.6998032448658917,0,0,2021,1
41.75,-123.0,0.4986,132.9279951751232,153.5683742417291,0.4689570498722856,7.28358722809827,0.3300084256784282,0,0,2021,1
38.0,-122.75,0.6391,96.42163850367068,73.15637382401974,0.3142055542238297,13.934352800923024,0.5999685112837929,0,0,2021,1
38.25,-122.75,0.655775,68.99477168917656,77.24505874051601,0.3116872849002962,15.132155190744754,0.3338891200506114,0,0,2021,1
38.5,-122.75,0.59235,187.9289727658033,79.40961631669552,0.3216738290684197,15.242278978901538,0.4228940840057416,0,0,2021,1
38.75,-122.75,0.497125,328.5130616277456,86.50053131117375,0.3262179179858135,14.059840713008782,0.4379118082729398,0,0,2021,1
39.0,-122.75,0.4414,233.0780383199453,91.51549103393108,0.3115539960963752,13.719945033904082,0.4239043264022223,0,0,2021,1
39.25,-122.75,0.45175,280.44147975742817,91.37930187119991,0.3389122204114032,12.857656466576373,0.4766296472254041,0,0,2021,1
39.5,-122.75,0.431625,286.57069616019726,98.70543169512302,0.3696123553860572,11.240672376078976,0.4235103489663778,0,0,2021,1
39.75,-122.75,0.39285,273.0256263166666,102.15450289382488,0.4490270665896836,10.541133929837144,0.4403800744807795,0,0,2021,1
40.0,-122.75,0.4565,185.1367224007845,96.91862228049786,0.4488258156725155,10.825348072667282,0.5016941096314688,0,0,2021,1
40.25,-122.75,0.459875,111.33835092186928,105.0819477690652,0.4559727843089772,12.151406245077853,0.4568090784323571,0,0,2021,1
40.5,-122.75,0.542825,216.40286035835743,139.2202547444299,0.4656017313721359,9.7335460293678,0.4564596130075118,0,0,2021,1
40.75,-122.75,0.506775,170.61432264745235,168.7110907091096,0.4710106131851032,9.299626430388455,0.4446553311288282,0,0,2021,1
41.0,-122.75,0.51195,135.00416092574596,182.7036461485818,0.4776357168792396,7.064051769625792,0.2525002895895163,0,0,2021,1
41.25,-122.75,0.452475,128.9475094527006,167.01235833301098,0.4761803534723097,4.417678759174976,0.167902611340651,0,0,2021,1
41.5,-122.75,0.395825,101.7391961067915,145.92206316723377,0.4440490558583249,5.034493157171482,0.6595723092395167,0,0,2021,1
41.75,-122.75,0.47205,103.04807685315608,124.21486737861188,0.4583234581896054,6.894259225168582,0.3109477541532643,0,0,2021,1
37.75,-122.5,0.438525,53.003571927547455,69.41197651161701,0.2952683561591692,14.06671959661668,0.7286801648216045,0,0,2021,1
38.0,-122.5,0.49585,94.011714681983,72.93856727613957,0.3003386271897182,14.820130305136445,0.4998967645687814,0,0,2021,1
38.25,-122.5,0.543025,217.7903987467289,77.39468875064404,0.3150374453554871,15.076672510946992,0.3674147190383866,0,0,2021,1
38.5,-122.5,0.5618000000000001,359.9204011261463,80.5363787962392,0.3143269938807333,14.875308424426692,0.4454906596400759,0,0,2021,1
