year,month,lat,lon,ndvi,temp_max_c,precip_mm,wind_speed,soil_moisture,pot_evap_mm,fire_count,fire_occurred
2019,1,32.5,-117.0,0.375775,16.830309640207645,70.65804804581788,0.7657230001129604,0.3082232475280762,65.17607532441616,0,0
2019,1,32.5,-116.75,0.375775,17.27017881331909,68.71086115855363,1.0657658621328074,0.3080554675030452,78.34174297749996,0,0
2019,1,32.5,-116.5,0.363125,15.29182672808247,58.66929273027566,0.599545346739625,0.2555918385905604,181.88518844544888,0,0
2019,1,32.5,-116.25,0.296425,14.298000138805776,49.46881662029412,0.2625129484274212,0.1937666298240744,256.3492897897959,0,0
2019,1,32.5,-116.0,0.296425,15.816657946186696,41.43162201065209,0.7541414234224385,0.1658001817682738,85.4820441454649,0,0
2019,1,32.5,-115.75,0.12305,18.42776789511408,32.66560415643838,0.929513966540844,0.15469088092927,61.73676811158657,0,0
2019,1,32.5,-115.5,0.143125,19.297403938539617,22.9040583493152,0.9541746718565448,0.0865151036170221,86.93002723157406,0,0
2019,1,32.5,-115.25,0.32145,20.32358765140657,14.18892423528817,1.3285718600542535,0.0665610067306026,145.18490433692932,0,0
2019,1,32.5,-115.0,0.32145,20.713026034447463,7.599530172530677,1.71963445754085,0.2540303199521957,202.3580707609653,0,0
2019,1,32.5,-114.75,0.20355,20.3090466407038,9.11363343614724,1.7739475319669638,0.0816626446221464,171.7169377952814,0,0
2019,1,32.5,-114.5,0.20355,19.608196923040623,14.334594261828926,1.4935398410611176,0.061809714122485,93.20154041051865,0,0
2019,1,32.5,-114.25,0.16475,19.28299595002209,16.463240039531257,1.1754790026594242,0.0730875640787104,94.63481977581978,0,0
2019,1,32.75,-117.0,0.41285,17.25054210539787,75.6796015324035,0.8937784843216027,0.3118533934316327,103.47958654165268,0,0
2019,1,32.75,-116.75,0.41285,16.86679685038905,76.49705688375619,1.0742574240069351,0.3063164987871724,134.76822338998318,0,0
2019,1,32.75,-116.5,0.395175,14.517607830416807,54.52105904835847,0.0395880268644008,0.2396422663042622,277.98167057335377,0,0
2019,1,32.75,-116.25,0.22185,16.04524395850399,40.59799889940408,0.8004692831701486,0.1487382611920757,64.31793607771397,0,0
2019,1,32.75,-116.0,0.22185,17.937116487564595,33.90255699772027,1.1687742373666856,0.1698358238384287,53.76533046364784,0,0
2019,1,32.75,-115.75,0.1168,19.25067143594066,28.359790694896247,1.161600171491542,0.1778189443772839,126.50381959974766,0,0
2019,1,32.75,-115.5,0.324875,20.13042405651464,22.86405618209031,0.8923485492816092,0.1727733714606173,155.97890503704548,0,0
2019,1,32.75,-115.25,0.324875,20.39258137364544,16.38601849693444,1.2294057248593673,0.1930734624144851,174.22140575945377,0,0
2019,1,32.75,-115.0,0.312625,20.20512419669859,10.67729423660424,1.7831590315876056,0.0675249715005197,89.73381668329239,0,0
2019,1,32.75,-114.75,0.22605,20.64795148295741,9.516154778186348,2.000766743488749,0.1026936961758521,181.66551180183887,0,0
2019,1,32.75,-114.5,0.22605,20.221216558641004,14.24729580897477,1.5781225522895808,0.0569514048996792,101.95777751505376,0,0
2019,1,32.75,-114.25,0.18865,20.12731569351689,17.47607941645768,1.174953847545218,0.0726427570466072,121.2067138403654,0,0
2019,1,33.0,-117.25,0.3487,16.655511966828385,98.9923676373401,0.2871571841509489,0.3139449909169187,81.77357167005539,0,0
2019,1,33.0,-117.0,0.412925,17.223901367187523,86.90431843418267,0.8695695915895515,0.3262101552819694,74.05313290655613,0,0
2019,1,33.0,-116.75,0.447225,16.554524993896507,80.84666858333733,0.9106317854352578,0.312071713068152,110.27601733803748,0,0
2019,1,33.0,-116.5,0.306375,15.254097280194683,50.76012517232087,0.2762418780069198,0.2033769904926259,150.3828652203083,0,0
2019,1,33.0,-116.25,0.108675,17.073492407029676,35.93150655645516,0.9399611284514116,0.134998357424172,54.45212684571743,0,0
2019,1,33.0,-116.0,0.108675,18.00976530505767,29.2277162792125,1.190804860216316,0.1415467569904943,48.11936058104038,0,0
2019,1,33.0,-115.75,0.2441,19.07949809412804,24.925363612357643,1.1078483156432457,0.1255025504737771,60.62864512205124,0,0
2019,1,33.0,-115.5,0.3885,20.32229914511408,21.88099677580979,0.845040460681448,0.1835759583339896,196.2063442915678,0,0
2019,1,33.0,-115.25,0.3885,20.379315333212617,17.169752520505455,1.180799252539025,0.173391060162616,188.84704820811749,0,0
2019,1,33.0,-115.0,0.15615,20.021435940650235,13.045856160108116,1.7257894802927891,0.0855223594173308,85.54507978260517,0,0
2019,1,33.0,-114.75,0.172525,19.999234033400057,10.641814571801689,2.321733593823435,0.0465476077090027,117.3661593347788,0,0
2019,1,33.0,-114.5,0.172525,19.90484390258792,14.538524103347328,2.104092918520359,0.0552917090795373,107.85410180687904,0,0
2019,1,33.0,-114.25,0.18875,19.11268522201049,19.1075106980243,1.8176711116092272,0.0681909438102476,102.03938744962215,0,0
2019,1,33.25,-118.5,0.49145,15.63599991336946,91.25139321107056,0.9101908044294096,0.3036585982127857,69.72917914390564,0,0
2019,1,33.25,-117.5,0.487875,17.229190014254698,108.14650113600877,0.4487315242659586,0.31152952871015,64.63524326682091,0,0
2019,1,33.25,-117.25,0.51275,17.265740351523164,100.5000522257724,0.4804289869830307,0.3093853099371796,93.75744499266148,0,0
2019,1,33.25,-117.0,0.5132,16.029360051308913,82.74240921157983,0.731671904892103,0.3164240416660103,292.6512807607651,0,0
2019,1,33.25,-116.75,0.3867,14.784406895791337,72.78043906110909,0.5453678993666161,0.3105102251934749,326.04911737143993,0,0
2019,1,33.25,-116.5,0.2302,16.181271386915682,40.7507805051246,0.5551428494043681,0.1670899391174315,60.68080849945545,0,0
