lat,lon,ndvi,pot_evap_mm,precip_mm,soil_moisture,temp_max_c,wind_speed,fire_count,fire_occurred,year,month
32.5,-117.0,0.39995,62.63354979455471,185.9891410325254,0.3509551786607311,14.814674795827557,0.3840184275417141,0,0,2023,1
32.5,-116.75,0.39995,69.09357011318207,214.6927635524953,0.35817870273385,14.641942842545063,0.3715377085857467,0,0,2023,1
32.5,-116.5,0.419075,165.32127186655998,115.93607024891028,0.2980464402065482,12.930883887506296,0.8202447741237339,0,0,2023,1
32.5,-116.25,0.3708,253.02855856716636,65.23475007755408,0.1970227354316301,12.267096168764226,1.4297757777191635,0,0,2023,1
32.5,-116.0,0.3708,95.60767933726312,42.74089591247687,0.1131691419950095,14.746689999488126,1.4180963515573792,0,0,2023,1
32.5,-115.75,0.16575,74.89526271820068,29.80191217405448,0.0751926309318952,17.957398248487948,1.1451764366717216,0,0,2023,1
32.5,-115.5,0.17435,101.55403427779676,20.645752117463445,0.04364594592843,18.95889311759703,0.845196482985494,0,0,2023,1
32.5,-115.25,0.3204,161.91281005740166,17.296786919661855,0.0433662424805343,20.124647128197463,0.936901218556678,0,0,2023,1
32.5,-115.0,0.3204,217.4211777746677,16.07748077852378,0.2367219514744255,20.327004635718595,1.1740350445629255,0,0,2023,1
32.5,-114.75,0.176825,183.42997506260872,17.296205774375295,0.0713332853009624,19.59521280104116,0.9847303297595053,0,0,2023,1
32.5,-114.5,0.176825,104.08534854650496,23.827276692220067,0.0372283638164561,18.97708700856856,0.8036264959299475,0,0,2023,1
32.5,-114.25,0.11255,110.32104305922984,25.314256117173528,0.043259359175159,18.588832781391773,0.7011959155935916,0,0,2023,1
32.75,-117.0,0.467725,92.9864887148142,188.4870413099016,0.3517413190616074,15.023587552962796,0.4277288510786004,0,0,2023,1
32.75,-116.75,0.467725,108.00474882125854,218.25740070683608,0.3591630176831318,14.063717429868632,0.3748305316667493,0,0,2023,1
32.75,-116.5,0.48035,242.1184405684471,102.4184371684278,0.2789519986798686,12.071456220073117,1.1461947866550135,0,0,2023,1
32.75,-116.25,0.2821,70.21133601665497,52.86726312381873,0.1528237711998724,14.381651527650943,1.7908489022408112,0,0,2023,1
32.75,-116.0,0.2821,68.95400770008564,33.84030567152152,0.1076646415136193,17.121534458283463,1.7910106356804678,0,0,2023,1
32.75,-115.75,0.1327,162.7055536955595,22.622640744277334,0.125008249795565,18.830878030100223,1.5004472686742,0,0,2023,1
