year,month,lat_grid,lon_grid,ndvi,temp_max_c,precip_mm,wind_speed,soil_moisture,pot_evap_mm,fire_count,fire_occurred
2019,1,32.0,-117.0,0.356728125,16.046313258140337,61.85034186485794,1.0742574240069351,0.2590234503951124,145.28746413998306,0,0
2019,1,32.0,-116.0,0.23405625000000002,18.947026348114036,26.587828890416887,1.3285718600542535,0.14838359689199793,111.2254005856812,0,0
2019,1,32.0,-115.0,0.230834375,20.139359185003485,12.428477768782642,2.000766743488749,0.09630038404977447,132.05939857289195,0,0
2019,1,33.0,-119.0,0.3794875,16.67829949163624,109.16344950813439,0.9101908044294096,0.2991587833691669,69.91355866193771,0,0
2019,1,33.0,-118.0,0.4131875,17.125813067856683,114.96645850656815,0.6812559718836055,0.3082782820561453,107.85098069657882,0,0
2019,1,33.0,-117.0,0.311971875,16.13154836162446,59.564263922158744,0.9399611284514116,0.2307702524046744,136.5871395682916,0,0
2019,1,33.0,-116.0,0.1931765625,17.745181232883112,22.405292968262103,1.4458346216827742,0.09723992661763259,77.40258192643523,0,0
2019,1,33.0,-115.0,0.1816421875,18.648363224152618,18.56621041800466,2.321733593823435,0.07685146633014879,104.2237791698426,0,0
2019,1,34.0,-121.0,0.590975,15.599247202309215,177.56625673640158,0.669129474065966,0.3467279241076507,184.72227733582258,0,0
2019,1,34.0,-120.0,0.5010386363636363,14.570458342998744,180.25107427293807,1.00139549390933,0.33417902524170634,220.3358948004968,0,0
2019,1,34.0,-119.0,0.3873653846153846,15.192586208119508,138.94026359139272,1.060967045895311,0.2909145700987423,151.1925137959994,0,0
2019,1,34.0,-118.0,0.3071203125,15.502691518106793,92.53977694455173,0.9394487251131832,0.25366335177934296,106.81157326325774,0,0
2019,1,34.0,-117.0,0.204328125,13.828610961667977,35.77273119147506,0.775747968468624,0.15630462060692485,108.33935905247927,0,0
2019,1,34.0,-116.0,0.1354234375,16.10985393216535,20.95885750744131,1.588653375437851,0.08749389680483004,65.069321077317,0,0
2019,1,34.0,-115.0,0.149315625,17.305978954992007,31.796487643379834,2.174308457578724,0.1073758284891805,92.94601809233427,0,0
2019,1,35.0,-122.0,0.6258875,14.935157271354456,195.18112334329274,0.7174348715870503,0.3671645682345155,166.50428902357814,0,0
2019,1,35.0,-121.0,0.5392692307692308,15.564265667179406,146.9829986629112,0.8853781084048022,0.3624886342372847,106.30847652180074,0,0
2019,1,35.0,-120.0,0.4326859375,15.667464282435784,87.10778261441376,0.97626910920576,0.34729295904918384,83.42236536554992,0,0
